Acre;Alagoas;Amapá;Amazonas;Bahia;Ceará;Distrito Federal;Espírito Santo;Goiás;Maranhão;Mato Grosso;Mato Grosso do Sul;Minas Gerais;Paraná;Paraíba;Pará;Pernambuco;Piauí;Rio Grande do Norte;Rio Grande do Sul;Rio de Janeiro;Rondônia;Roraima;Santa Catarina;Sergipe;São Paulo;Tocantins,,
13754240;49468741;14342135;89039782;258738970;138422521;235540045;109264423;181759604;85310038;123880296;91892285;544810468;401814164;59104781;138107514;167345031;41416937;59677389;408789528;640401206;39460359;11013237;256754669;38877438;2038757382;31584816,,
