Acre;Alagoas;Amapá;Amazonas;Bahia;Ceará;Distrito Federal;Espírito Santo;Goiás;Maranhão;Mato Grosso;Mato Grosso do Sul;Minas Gerais;Paraná;Paraíba;Pará;Pernambuco;Piauí;Rio Grande do Norte;Rio Grande do Sul;Rio de Janeiro;Rondônia;Roraima;Santa Catarina;Sergipe;São Paulo;Tocantins,,
14272941;52851067;15481908;93240191;268724090;147921534;244722249;113399937;191948301;89542757;126845898;96396434;576375545;421497870;62396776;155232404;181609501;45365541;64305995;423270047;671605668;43516147;12104709;277270237;40711486;2120761635;34108132,,
