Acre;Alagoas;Amapá;Amazonas;Bahia;Ceará;Distrito Federal;Espírito Santo;Goiás;Maranhão;Mato Grosso;Mato Grosso do Sul;Minas Gerais;Paraná;Paraíba;Pará;Pernambuco;Piauí;Rio Grande do Norte;Rio Grande do Sul;Rio de Janeiro;Rondônia;Roraima;Santa Catarina;Sergipe;São Paulo;Tocantins,,
15331123;54413047;16795207;100109235;286239541;155903825;254817205;137020055;195681724;98179496;137442853;106969142;614875820;440029403;64373595;161349602;186351975;50378418;66969562;457293958;758859047;44913978;13369988;298227090;42017981;2210561949;35666183,,
